number,value,datetime_start,datetime_complete,duration,params_colsample_bylevel,params_colsample_bynode,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
85,0.7385512577284054,2025-12-26 20:20:16.261962,2025-12-26 20:20:25.851902,0 days 00:00:09.589940,0.6326521758783605,0.830304834822153,0.8646137527365294,0.3587665451153217,0.013267170814213417,3,4,7,574,0.5216240761452533,2.76284681096592,1.4823656660516118,0.6243251858408312,COMPLETE
86,0.7379072396370463,2025-12-26 20:20:25.856409,2025-12-26 20:20:37.491949,0 days 00:00:11.635540,0.6320920625287265,0.8312716986124333,0.8545884563858799,0.3609276457194705,0.013304626782581451,3,4,7,573,0.5263780612579513,2.73960720244044,1.454292754128181,0.622396233878837,COMPLETE
87,0.738409055677791,2025-12-26 20:20:37.497014,2025-12-26 20:20:46.975886,0 days 00:00:09.478872,0.6023220144548094,0.8640901763504568,0.8825841241339756,0.3402323375628984,0.012721855786951447,3,4,6,592,0.35144347848074386,2.8359822723303307,1.4858076397669722,0.6005739642476011,COMPLETE
88,0.7377860360849883,2025-12-26 20:20:46.979428,2025-12-26 20:21:19.868664,0 days 00:00:32.889236,0.6220273488871011,0.8830982802236373,0.8671150722040983,0.30493785995343364,0.014105554080321717,2,4,7,578,0.6542459888826446,2.932488745403314,1.4395019873951507,0.6116432646805067,COMPLETE
89,0.7353729427035997,2025-12-26 20:21:19.874069,2025-12-26 20:21:28.957416,0 days 00:00:09.083347,0.6290293256186537,0.8440776367078808,0.8751977339669799,0.2861883531383019,0.08065188861664441,3,4,6,554,0.48276514774743523,2.6835426226917174,1.459800591356041,0.658175214490612,COMPLETE
90,0.7289835684112651,2025-12-26 20:21:28.959418,2025-12-26 20:21:38.937889,0 days 00:00:09.978471,0.6449679935325494,0.8547809950452433,0.8634659917018048,0.37088302335798007,0.015990496196159137,3,4,7,541,0.43284613471039973,2.758151718717379,1.1540175431303745,0.6232577550189374,COMPLETE
91,0.7384923378828219,2025-12-26 20:21:38.941091,2025-12-26 20:21:51.429309,0 days 00:00:12.488218,0.6661861702077182,0.8279073714098013,0.8339870340729348,0.3961025481054767,0.01059541326857816,3,4,6,600,0.5479849538098421,2.5867799683745702,1.480291351770442,0.6320359858385888,COMPLETE
92,0.7389877845748922,2025-12-26 20:21:51.433845,2025-12-26 20:22:03.526311,0 days 00:00:12.092466,0.6547493477060875,0.8407276694084777,0.8997364031518301,0.4507992037994612,0.011949599024440592,3,4,8,566,0.5901474288407845,2.8402888787654708,1.4867841326974809,0.8632498059503536,COMPLETE
93,0.7391185400326881,2025-12-26 20:22:03.530307,2025-12-26 20:22:13.515356,0 days 00:00:09.985049,0.6339271040750878,0.8364144268686714,0.8869339766987931,0.3451454211956157,0.012484142169877963,3,4,8,569,0.5015992978013627,2.9268912251350696,1.4969034583596992,0.8577798421742866,COMPLETE
94,0.7388877133126109,2025-12-26 20:22:13.517882,2025-12-26 20:22:23.368404,0 days 00:00:09.850522,0.6368841892824213,0.8427341698915524,0.8828385810573743,0.454467509435626,0.012230257126151918,2,4,8,566,0.4373500415405919,2.943685849354243,1.497971426817597,0.8621325745029403,COMPLETE
95,0.737256914414125,2025-12-26 20:22:23.369403,2025-12-26 20:22:33.310667,0 days 00:00:09.941264,0.6395540395665348,0.838237266642145,0.8867719289722018,0.45637233699572644,0.0121859379239815,2,4,8,567,0.6520003442264599,2.954846455670753,1.4171484963762933,0.8628222019693819,COMPLETE
96,0.7378436471753397,2025-12-26 20:22:33.313252,2025-12-26 20:22:42.974246,0 days 00:00:09.660994,0.6503325652147308,0.8638491127478556,0.8984204686917174,0.4287464114514219,0.010036729248392563,2,4,8,544,0.4382172178644232,2.8813549469151134,1.4595650330205188,0.8584553606080955,COMPLETE
97,0.7382207255663689,2025-12-26 20:22:42.977258,2025-12-26 20:22:51.999259,0 days 00:00:09.022001,0.8428860439421749,0.8368515252671502,0.8921035535097888,0.3348514280836552,0.014963956796948358,2,4,8,554,0.48886155681237725,2.939060143678335,1.4825060773431127,0.8861113600524635,COMPLETE
98,0.7387985113380685,2025-12-26 20:22:52.004097,2025-12-26 20:23:01.133259,0 days 00:00:09.129162,0.6161376779400879,0.8446118768406129,0.8800078342228559,0.47621290347637596,0.012355907037389053,3,4,7,585,0.3484932653739844,2.865466235196246,1.4999870484088733,0.8399936451069308,COMPLETE
99,0.7393774592690249,2025-12-26 20:23:01.135927,2025-12-26 20:23:10.355398,0 days 00:00:09.219471,0.6172058454334675,0.8452847186475024,0.8778241629335473,0.4770073804736157,0.012225702095783556,2,4,8,585,0.33858224544309,2.843768537151136,1.4991956809317497,0.8454529493509679,COMPLETE
